global_pair_index,index_G,index_H,g6_G,g6_H,n_G,n_H,gamma_t_cartesian,gamma_direct,slack,cartesian_set,direct_set,cartesian_nodes_searched,direct_nodes_searched,direct_components
3376,26,35,D]w,E?qw,5,6,7,4,3,1;23;13;17;29;11;5,4;17;5;16,81,6,1
3377,26,36,D]w,E?ro,5,6,7,4,3,23;17;29;5;11;4;16,5;12;17;0,36,6,1
3378,26,37,D]w,E?rw,5,6,5,4,1,23;17;29;5;11,5;17;4;11,7,22,1
3379,26,38,D]w,E?zO,5,6,8,6,2,22;3;16;28;20;17;5;11,4;12;5;16;0;17,238,37,1
3380,26,39,D]w,E?zW,5,6,7,4,3,22;3;15;16;28;10;4,4;17;5;16,83,6,1
3381,26,40,D]w,E?zo,5,6,6,4,2,23;17;15;28;4;11,5;12;17;0,17,6,1
3382,26,41,D]w,E?zw,5,6,5,4,1,23;17;29;5;11,5;17;4;11,7,23,1
3383,26,42,D]w,E?~o,5,6,5,4,1,22;4;11;17;28,4;12;16;0,6,20,1
3384,26,43,D]w,E?~w,5,6,5,4,1,22;4;11;17;28,4;17;5;11,7,35,1
3385,26,44,D]w,ECR_,5,6,8,6,2,23;3;4;15;11;29;26;16,5;12;25;23;0;1,166,10,1
3386,26,45,D]w,ECRo,5,6,7,4,3,23;4;16;11;29;5;17,5;13;1;17,68,6,1
3387,26,46,D]w,ECRw,5,6,5,4,1,23;17;29;5;11,5;17;0;11,13,23,1
3388,26,47,D]w,ECYW,5,6,7,4,3,22;16;13;14;23;24;27,4;17;16;5,39,6,1
3389,26,48,D]w,ECZ?,5,6,8,8,0,2;3;7;0;6;11;4;10,4;13;0;17;16;1;12;5,145,170,1
3390,26,49,D]w,ECZG,5,6,8,6,2,22;3;16;14;24;29;21;19,4;0;17;16;5;12,236,45,1
3391,26,50,D]w,ECZO,5,6,7,6,1,2;7;4;10;0;3;11,4;13;16;1;5;17,73,34,1
3392,26,51,D]w,ECZW,5,6,7,4,3,22;16;14;13;23;24;27,4;16;5;17,199,6,1
3393,26,52,D]w,ECZ_,5,6,7,6,1,3;11;4;0;6;1;8,0;17;1;12;5;13,33,36,1
3394,26,53,D]w,ECZg,5,6,7,4,3,3;11;4;0;6;1;2,0;17;12;5,61,6,1
3395,26,54,D]w,ECZo,5,6,6,4,2,0;7;2;3;11;4,5;13;17;1,84,6,1
3396,26,55,D]w,ECZw,5,6,5,4,1,23;5;11;17;29,5;17;4;11,16,41,1
3397,26,56,D]w,ECfo,5,6,7,4,3,23;17;29;5;11;4;16,5;17;0;12,41,6,1
3398,26,57,D]w,ECfw,5,6,5,4,1,23;17;29;5;11,5;17;0;11,13,22,1
3399,26,58,D]w,ECpo,5,6,7,6,1,23;17;14;28;24;21;19,5;17;1;15;4;10,36,72,1
3400,26,59,D]w,ECqg,5,6,8,6,2,22;2;3;14;15;25;28;10,4;17;0;16;5;12,430,10,1
3401,26,60,D]w,ECr_,5,6,8,4,4,23;18;14;17;28;25;15;12,5;12;0;17,338,6,1
3402,26,61,D]w,ECrg,5,6,7,4,3,23;3;15;17;29;11;5,5;12;0;17,121,6,1
3403,26,62,D]w,ECro,5,6,7,4,3,23;17;29;5;11;4;16,5;12;17;0,90,6,1
3404,26,63,D]w,ECrw,5,6,5,4,1,23;17;29;5;11,5;17;0;11,13,23,1
3405,26,64,D]w,ECuw,5,6,7,4,3,22;2;14;16;28;10;4,4;17;5;16,191,6,1
3406,26,65,D]w,ECvo,5,6,6,4,2,23;17;14;28;4;11,5;17;0;12,25,6,1
3407,26,66,D]w,ECvw,5,6,5,4,1,23;17;29;5;11,5;17;4;11,13,23,1
3408,26,67,D]w,ECxo,5,6,6,5,1,0;7;2;9;4;11,4;12;21;29;1,13,62,1
3409,26,68,D]w,ECxw,5,6,6,4,2,0;11;1;4;9;2,4;17;5;16,87,19,1
3410,26,69,D]w,ECzW,5,6,7,4,3,22;16;28;4;10;3;15,4;16;5;17,174,6,1
3411,26,70,D]w,ECzg,5,6,7,4,3,18;12;15;22;25;29;26,0;12;4;16,156,6,1
3412,26,71,D]w,ECzo,5,6,6,4,2,23;5;10;15;17;28,5;12;17;0,44,16,1
3413,26,72,D]w,ECzw,5,6,5,4,1,23;5;11;17;29,5;16;17;4,16,35,1
3414,26,73,D]w,EC~o,5,6,5,4,1,22;4;11;17;28,4;12;16;0,6,28,1
3415,26,74,D]w,EC~w,5,6,5,4,1,22;4;11;17;28,4;16;5;10,21,43,1
3416,26,75,D]w,EEhW,5,6,7,4,3,22;16;14;27;23;25;12,4;17;16;5,134,6,1
3417,26,76,D]w,EEh_,5,6,8,7,1,0;7;2;16;3;10;5;9,3;12;5;25;16;2;21,341,284,1
3418,26,77,D]w,EEho,5,6,7,5,2,0;8;1;11;3;4;9,3;20;29;16;0,178,44,1
3419,26,78,D]w,EEhw,5,6,7,4,3,0;23;12;29;11;5;17,3;17;5;15,323,15,1
3420,26,79,D]w,EEiW,5,6,8,6,2,21;2;15;27;19;4;10;6,3;4;15;0;16;12,649,59,1
3421,26,80,D]w,EEio,5,6,7,6,1,21;15;13;23;28;26;18,3;15;0;17;4;12,126,72,1
3422,26,81,D]w,EEjW,5,6,7,4,3,22;16;14;23;27;25;12,4;16;5;17,247,6,1
3423,26,82,D]w,EEj_,5,6,6,4,2,1;6;2;3;11;4,5;12;0;17,12,6,1
3424,26,83,D]w,EEjo,5,6,6,4,2,23;18;13;15;28;26,5;12;17;0,90,6,1
3425,26,84,D]w,EEjw,5,6,5,4,1,23;5;11;17;29,5;17;0;11,16,41,1
3426,26,85,D]w,EElw,5,6,7,4,3,21;2;14;3;9;27;15,3;16;4;15,577,31,1
3427,26,86,D]w,EEno,5,6,6,4,2,23;5;10;13;17;28,3;17;5;15,163,23,1
3428,26,87,D]w,EEnw,5,6,5,4,1,23;5;11;17;29,5;17;3;11,16,41,1
3429,26,88,D]w,EEr_,5,6,7,4,3,23;17;14;18;27;25;28,5;12;17;0,124,6,1
3430,26,89,D]w,EEro,5,6,7,4,3,23;17;29;5;11;4;16,5;12;17;0,173,6,1
3431,26,90,D]w,EErw,5,6,5,4,1,23;17;29;5;11,5;17;0;11,13,23,1
3432,26,91,D]w,EEuw,5,6,7,4,3,23;17;29;5;11;1;13,5;17;3;15,333,6,1
3433,26,92,D]w,EEvo,5,6,6,4,2,23;17;14;4;28;11,5;17;3;15,31,6,1
3434,26,93,D]w,EEvw,5,6,5,4,1,23;17;29;5;11,5;17;3;11,13,23,1
3435,26,94,D]w,EEzO,5,6,7,4,3,22;16;14;18;13;27;29,4;12;16;0,198,6,1
3436,26,95,D]w,EEz_,5,6,6,4,2,2;3;4;11;0;7,4;12;0;16,12,6,1
3437,26,96,D]w,EEzg,5,6,6,4,2,22;3;15;29;26;10,4;12;16;0,77,6,1
3438,26,97,D]w,EEzo,5,6,6,4,2,23;5;10;17;28;15,5;12;17;0,55,19,1
3439,26,98,D]w,EEzw,5,6,5,4,1,23;5;11;17;29,5;16;17;4,21,38,1
3440,26,99,D]w,EE~w,5,6,5,4,1,22;4;11;17;28,4;16;5;10,21,46,1
3441,26,100,D]w,EFzW,5,6,5,4,1,21;3;10;16;27,3;17;15;5,6,31,1
3442,26,101,D]w,EFz_,5,6,6,4,2,0;7;2;3;10;5,3;12;0;15,21,25,1
3443,26,102,D]w,EFzo,5,6,6,4,2,0;7;2;4;9;5,3;12;15;0,132,25,1
3444,26,103,D]w,EFzw,5,6,5,4,1,23;5;11;17;29,5;15;17;3,30,47,1
3445,26,104,D]w,EF~w,5,6,5,4,1,21;3;10;16;27,3;16;4;10,30,60,1
3446,26,105,D]w,EQjO,5,6,6,4,2,1;2;3;11;6;4,5;0;17;12,13,6,1
3447,26,106,D]w,EQj_,5,6,7,6,1,3;11;4;1;7;0;8,1;17;0;13;5;12,64,44,1
3448,26,107,D]w,EQjg,5,6,7,4,3,3;11;1;7;0;2;4,1;17;13;5,86,6,1
3449,26,108,D]w,EQjo,5,6,6,4,2,1;3;11;4;6;2,5;12;0;17,140,6,1
3450,26,109,D]w,EQjw,5,6,5,4,1,23;5;11;17;29,5;17;0;11,16,41,1
3451,26,110,D]w,EQyw,5,6,6,4,2,22;23;13;15;24;26,4;17;5;16,105,23,1
3452,26,111,D]w,EQzO,5,6,6,4,2,2;3;0;10;7;5,0;5;12;17,12,6,1
3453,26,112,D]w,EQzW,5,6,6,4,2,22;23;14;12;25;27,4;17;5;16,130,6,1
3454,26,113,D]w,EQzg,5,6,7,4,3,19;13;15;22;24;26;17,1;13;4;16,265,6,1
3455,26,114,D]w,EQzo,5,6,6,4,2,23;5;10;15;17;28,5;17;0;12,42,31,1
3456,26,115,D]w,EQzw,5,6,5,4,1,23;5;11;17;29,5;17;4;11,16,42,1
3457,26,116,D]w,EQ~o,5,6,5,4,1,22;4;11;17;28,4;12;16;0,64,53,1
3458,26,117,D]w,EQ~w,5,6,5,4,1,22;4;11;17;28,4;16;5;10,34,70,1
3459,26,118,D]w,ETno,5,6,6,4,2,23;17;13;4;28;11,5;17;0;12,31,6,1
3460,26,119,D]w,ETnw,5,6,5,4,1,23;17;29;5;11,5;17;0;11,13,23,1
3461,26,120,D]w,ETzg,5,6,6,4,2,22;3;15;10;29;25,4;12;0;16,98,6,1
3462,26,121,D]w,ETzo,5,6,6,4,2,23;5;10;16;29;27,5;12;17;0,94,23,1
3463,26,122,D]w,ETzw,5,6,5,4,1,23;5;11;17;29,5;17;0;11,21,46,1
3464,26,123,D]w,ET~w,5,6,5,4,1,22;4;11;17;28,4;16;5;10,21,46,1
3465,26,124,D]w,EUZO,5,6,6,5,1,2;10;0;7;3;11,0;2;16;27;19,23,83,1
3466,26,125,D]w,EUZ_,5,6,6,4,2,3;10;5;8;1;6,1;17;5;13,12,18,1
3467,26,126,D]w,EUZo,5,6,6,4,2,4;1;8;6;3;11,1;17;5;13,72,16,1
3468,26,127,D]w,EUZw,5,6,5,4,1,23;5;11;17;29,5;17;0;11,28,66,1
3469,26,128,D]w,EUxo,5,6,6,4,2,0;7;2;9;4;11,2;17;5;14,23,49,1
3470,26,129,D]w,EUzW,5,6,6,4,2,18;0;7;14;12;25,0;16;29;4,103,32,1
3471,26,130,D]w,EUzo,5,6,6,4,2,1;8;3;10;0;11,5;12;0;17,132,41,1
3472,26,131,D]w,EUzw,5,6,5,4,1,23;5;11;17;29,5;17;0;11,33,54,1
3473,26,132,D]w,EU~w,5,6,5,4,1,22;4;11;17;28,4;17;5;11,39,62,1
3474,26,133,D]w,EV~w,5,6,5,4,1,21;3;10;16;27,3;15;4;9,42,75,1
3475,26,134,D]w,E]yw,5,6,6,4,2,1;3;8;10;6;5,2;12;0;14,204,42,1
3476,26,135,D]w,E]zg,5,6,5,4,1,18;0;7;13;24,0;14;12;2,6,39,1
3477,26,136,D]w,E]zo,5,6,5,4,1,18;0;7;13;24,0;14;29;2,64,41,1
3478,26,137,D]w,E]zw,5,6,5,4,1,23;5;11;17;29,5;17;0;11,42,62,1
3479,26,138,D]w,E]~o,5,6,5,4,1,0;7;18;13;24,2;12;28;0,6,49,1
3480,26,139,D]w,E]~w,5,6,5,4,1,0;7;18;13;24,4;17;5;11,49,76,1
3481,26,140,D]w,E^~w,5,6,5,4,1,0;7;18;13;24,2;15;3;9,51,93,1
3482,26,141,D]w,E~~w,5,6,5,4,1,0;7;18;13;24,1;12;0;6,63,136,1
3483,27,27,D]{,D]{,5,5,5,3,2,4;7;3;5;1,24;4;20,50,15,1
3484,27,28,D]{,D^{,5,5,5,3,2,2;8;4;5;1,22;23;2,48,15,1
3485,27,29,D]{,D~{,5,5,5,3,2,20;21;22;23;24,21;20;0,128,18,1
3486,27,30,D]{,E?Bw,5,6,5,3,2,5;11;17;23;29,29;5;24,7,9,1
3487,27,31,D]{,E?bo,5,6,6,4,2,25;29;26;27;28;24,29;24;5;0,37,23,1
3488,27,32,D]{,E?bw,5,6,5,3,2,5;11;17;23;29,29;5;24,11,9,1
3489,27,33,D]{,E?ow,5,6,6,4,2,24;28;25;26;29;27,28;29;4;5,31,16,1
3490,27,34,D]{,E?qo,5,6,6,5,1,25;28;26;29;27;24,28;29;24;4;5,32,30,1
3491,27,35,D]{,E?qw,5,6,6,4,2,25;28;26;29;27;24,28;29;4;5,56,23,1
3492,27,36,D]{,E?ro,5,6,6,4,2,26;29;27;24;25;28,29;0;5;24,47,23,1
3493,27,37,D]{,E?rw,5,6,5,3,2,5;11;17;23;29,29;5;28,11,9,1
3494,27,38,D]{,E?zO,5,6,6,5,1,26;28;27;29;24;25,28;17;26;24;29,65,31,1
3495,27,39,D]{,E?zW,5,6,6,4,2,26;28;27;29;24;25,28;29;4;5,65,23,1
3496,27,40,D]{,E?zo,5,6,6,4,2,5;11;28;17;3;22,29;0;5;24,38,23,1
3497,27,41,D]{,E?zw,5,6,5,3,2,5;11;17;23;29,29;5;28,11,9,1
3498,27,42,D]{,E?~o,5,6,5,4,1,4;11;16;23;28,28;0;4;24,12,35,1
3499,27,43,D]{,E?~w,5,6,5,3,2,4;11;16;23;28,28;4;29,12,12,1
3500,27,44,D]{,ECR_,5,6,6,6,0,26;29;27;24;28;25,29;24;5;0;25;1,16,49,1
3501,27,45,D]{,ECRo,5,6,6,4,2,26;29;28;25;24;27,29;25;5;1,46,23,1
3502,27,46,D]{,ECRw,5,6,5,3,2,5;11;17;23;29,29;5;24,12,9,1
3503,27,47,D]{,ECYW,5,6,6,4,2,25;28;26;24;27;29,28;4;29;5,39,21,1
3504,27,48,D]{,ECZ?,5,6,6,6,0,26;28;27;24;25;29,28;24;29;0;25;4,19,69,1
3505,27,49,D]{,ECZG,5,6,6,5,1,26;28;27;24;25;29,28;24;29;4;0,42,34,1
3506,27,50,D]{,ECZO,5,6,6,5,1,26;28;25;24;27;29,28;25;4;29;5,51,44,1
3507,27,51,D]{,ECZW,5,6,6,4,2,26;28;24;25;27;29,28;26;5;29,91,30,1
3508,27,52,D]{,ECZ_,5,6,6,6,0,27;24;25;26;28;29,24;29;0;1;25;5,22,100,1
3509,27,53,D]{,ECZg,5,6,6,4,2,27;24;4;11;1;8,24;29;0;5,73,25,1
3510,27,54,D]{,ECZo,5,6,6,4,2,5;10;1;8;24;27,29;1;25;5,91,43,1
3511,27,55,D]{,ECZw,5,6,5,3,2,5;11;17;23;29,29;5;28,17,12,1
3512,27,56,D]{,ECfo,5,6,6,4,2,25;29;26;28;24;27,29;0;24;5,72,29,1
3513,27,57,D]{,ECfw,5,6,5,3,2,5;11;17;23;29,29;5;24,12,9,1
3514,27,58,D]{,ECpo,5,6,6,5,1,26;29;24;27;25;28,29;26;28;5;24,40,52,1
3515,27,59,D]{,ECqg,5,6,6,6,0,25;28;26;29;27;24,28;29;4;5;24;0,33,49,1
3516,27,60,D]{,ECr_,5,6,6,4,2,26;29;27;24;25;28,29;24;5;0,38,16,1
3517,27,61,D]{,ECrg,5,6,6,4,2,26;29;27;24;25;28,29;24;5;0,53,23,1
3518,27,62,D]{,ECro,5,6,6,4,2,26;29;25;28;27;24,29;0;5;24,65,23,1
3519,27,63,D]{,ECrw,5,6,5,3,2,5;11;17;23;29,29;5;24,12,9,1
3520,27,64,D]{,ECuw,5,6,6,4,2,25;28;26;29;24;27,28;29;4;5,83,23,1
3521,27,65,D]{,ECvo,5,6,6,4,2,5;11;17;2;28;22,29;0;5;24,44,29,1
3522,27,66,D]{,ECvw,5,6,5,3,2,5;11;17;23;29,29;5;28,12,9,1
3523,27,67,D]{,ECxo,5,6,6,5,1,4;27;24;11;1;8,28;24;1;5;11,49,131,1
3524,27,68,D]{,ECxw,5,6,6,4,2,4;27;10;16;22;29,28;5;29;4,98,37,1
3525,27,69,D]{,ECzW,5,6,6,4,2,26;28;25;27;24;29,28;5;29;4,121,29,1
3526,27,70,D]{,ECzg,5,6,6,4,2,27;24;4;11;1;8,24;4;28;0,81,29,1
3527,27,71,D]{,ECzo,5,6,6,4,2,5;10;6;3;1;2,29;0;24;5,78,38,1
3528,27,72,D]{,ECzw,5,6,5,3,2,5;11;29;17;23,29;5;28,25,12,1
3529,27,73,D]{,EC~o,5,6,5,4,1,4;11;16;23;28,28;0;24;4,25,47,1
3530,27,74,D]{,EC~w,5,6,5,3,2,4;11;16;23;28,28;4;29,27,12,1
3531,27,75,D]{,EEhW,5,6,6,4,2,26;28;24;25;27;29,28;4;29;5,102,27,1
3532,27,76,D]{,EEh_,5,6,6,6,0,24;25;27;28;26;29,27;24;28;1;25;26,18,299,1
3533,27,77,D]{,EEho,5,6,6,5,1,24;25;26;28;27;29,27;29;3;26;28,156,145,1
3534,27,78,D]{,EEhw,5,6,6,4,2,24;25;26;27;28;29,27;29;5;3,344,51,1
3535,27,79,D]{,EEiW,5,6,6,5,1,25;27;26;28;24;29,27;16;25;24;28,89,34,1
3536,27,80,D]{,EEio,5,6,6,5,1,25;27;26;28;24;29,27;25;28;3;26,56,52,1
3537,27,81,D]{,EEjW,5,6,6,4,2,26;28;3;11;1;6,28;26;29;5,136,30,1
3538,27,82,D]{,EEj_,5,6,6,4,2,5;27;25;10;2;6,29;0;24;5,43,23,1
3539,27,83,D]{,EEjo,5,6,6,4,2,5;28;26;9;1;6,29;0;24;5,97,45,1
3540,27,84,D]{,EEjw,5,6,5,3,2,5;11;29;17;23,29;5;24,23,12,1
3541,27,85,D]{,EElw,5,6,6,3,3,24;25;26;27;28;29,27;4;17,413,12,1
3542,27,86,D]{,EEno,5,6,6,4,2,3;26;6;1;11;28,27;5;29;3,130,43,1
3543,27,87,D]{,EEnw,5,6,5,3,2,5;11;29;17;23,29;5;27,26,12,1
3544,27,88,D]{,EEr_,5,6,6,4,2,26;29;15;22;12;19,29;0;5;24,36,16,1
3545,27,89,D]{,EEro,5,6,6,4,2,26;29;16;21;12;19,29;0;5;24,74,23,1
3546,27,90,D]{,EErw,5,6,5,3,2,5;11;17;23;29,29;5;24,12,9,1
3547,27,91,D]{,EEuw,5,6,6,4,2,26;29;3;10;1;6,29;3;27;5,106,29,1
3548,27,92,D]{,EEvo,5,6,6,4,2,5;11;17;2;28;22,29;3;27;5,74,29,1
3549,27,93,D]{,EEvw,5,6,5,3,2,5;11;17;23;29,29;5;27,12,9,1
3550,27,94,D]{,EEzO,5,6,6,4,2,26;28;24;25;27;29,28;4;24;0,103,29,1
3551,27,95,D]{,EEz_,5,6,6,4,2,4;11;27;2;6;25,28;0;24;4,70,25,1
3552,27,96,D]{,EEzg,5,6,6,4,2,4;27;11;2;17;21,28;0;17;24,90,37,1
3553,27,97,D]{,EEzo,5,6,6,4,2,5;10;17;23;28;15,29;0;24;5,151,38,1
3554,27,98,D]{,EEzw,5,6,5,3,2,5;11;29;17;23,29;5;28,27,12,1
3555,27,99,D]{,EE~w,5,6,5,3,2,4;11;16;23;28,28;4;29,28,12,1
3556,27,100,D]{,EFzW,5,6,5,4,1,3;10;15;22;27,27;5;29;3,26,47,1
3557,27,101,D]{,EFz_,5,6,6,4,2,24;13;20;1;8;27,27;0;24;3,82,36,1
3558,27,102,D]{,EFzo,5,6,6,4,2,3;28;11;15;23;24,27;0;24;3,140,52,1
3559,27,103,D]{,EFzw,5,6,5,3,2,5;11;17;23;29,29;5;27,47,15,1
3560,27,104,D]{,EF~w,5,6,5,3,2,3;10;27;16;21,27;3;28,41,15,1
3561,27,105,D]{,EQjO,5,6,6,4,2,5;0;7;9;8;10,29;5;24;0,38,32,1
3562,27,106,D]{,EQj_,5,6,6,5,1,27;25;0;8;4;11,25;29;1;0;24,47,53,1
3563,27,107,D]{,EQjg,5,6,6,4,2,27;25;24;26;28;29,25;29;1;5,85,25,1
3564,27,108,D]{,EQjo,5,6,6,4,2,5;10;0;8;25;27,29;0;24;5,101,49,1
3565,27,109,D]{,EQjw,5,6,5,3,2,5;11;17;23;29,29;5;24,17,12,1
3566,27,110,D]{,EQyw,5,6,6,4,2,4;27;10;29;16;22,28;5;29;4,120,37,1
3567,27,111,D]{,EQzO,5,6,6,4,2,0;5;8;10;9;7,24;29;0;5,63,49,1
3568,27,112,D]{,EQzW,5,6,6,4,2,4;27;11;25;6;2,28;5;29;4,126,51,1
3569,27,113,D]{,EQzg,5,6,6,4,2,27;25;2;14;6;18,25;27;28;4,159,30,1
3570,27,114,D]{,EQzo,5,6,6,4,2,5;7;3;10;0;2,29;0;13;5,152,56,1
3571,27,115,D]{,EQzw,5,6,5,3,2,5;11;29;17;23,29;5;28,29,12,1
3572,27,116,D]{,EQ~o,5,6,5,4,1,4;11;16;23;28,28;0;24;4,23,93,1
3573,27,117,D]{,EQ~w,5,6,5,3,2,4;11;16;23;28,28;4;29,43,15,1
3574,27,118,D]{,ETno,5,6,6,4,2,5;11;17;1;28;22,29;5;24;0,90,30,1
3575,27,119,D]{,ETnw,5,6,5,3,2,5;11;17;23;29,29;5;24,12,9,1
3576,27,120,D]{,ETzg,5,6,6,4,2,4;27;11;1;24;8,28;0;24;4,162,49,1
3577,27,121,D]{,ETzo,5,6,6,4,2,5;10;17;22;29;27,29;0;24;5,211,49,1
3578,27,122,D]{,ETzw,5,6,5,3,2,5;11;29;17;23,29;5;24,28,12,1
3579,27,123,D]{,ET~w,5,6,5,3,2,4;11;16;23;28,28;4;29,28,12,1
3580,27,124,D]{,EUZO,5,6,6,5,1,0;28;26;7;3;11,24;26;3;1;27,101,172,1
3581,27,125,D]{,EUZ_,5,6,6,4,2,0;28;11;3;7;26,25;29;0;2,104,51,1
3582,27,126,D]{,EUZo,5,6,6,4,2,1;8;4;24;11;27,25;29;5;1,180,53,1
3583,27,127,D]{,EUZw,5,6,5,3,2,5;11;17;23;29,29;5;24,39,15,1
3584,27,128,D]{,EUxo,5,6,6,4,2,24;5;10;7;2;27,26;29;2;5,210,79,1
3585,27,129,D]{,EUzW,5,6,6,3,3,0;10;2;27;25;11,24;4;17,169,12,1
3586,27,130,D]{,EUzo,5,6,6,4,2,5;28;9;6;17;22,29;0;24;5,239,71,1
3587,27,131,D]{,EUzw,5,6,5,3,2,5;11;17;23;29,29;5;24,44,15,1
3588,27,132,D]{,EU~w,5,6,5,3,2,4;11;28;17;22,28;4;29,42,15,1
3589,27,133,D]{,EV~w,5,6,5,3,2,3;10;27;16;21,27;3;28,43,15,1
3590,27,134,D]{,E]yw,5,6,6,4,2,2;27;10;14;22;24,26;0;24;2,330,69,1
3591,27,135,D]{,E]zg,5,6,5,4,1,0;7;12;19;24,24;2;26;0,26,59,1
3592,27,136,D]{,E]zo,5,6,5,3,2,0;7;24;13;18,24;2;17,35,15,1
3593,27,137,D]{,E]zw,5,6,5,3,2,5;11;17;23;29,29;5;24,55,15,1
3594,27,138,D]{,E]~o,5,6,5,3,2,24;13;1;6;18,26;0;16,50,18,1
3595,27,139,D]{,E]~w,5,6,5,3,2,4;11;16;23;28,28;4;29,52,18,1
3596,27,140,D]{,E^~w,5,6,5,3,2,2;9;14;21;26,26;2;27,54,18,1
3597,27,141,D]{,E~~w,5,6,5,3,2,24;0;7;13;18,25;1;24,71,21,1
3598,28,28,D^{,D^{,5,5,5,3,2,2;8;12;18;22,12;18;13,49,15,1
3599,28,29,D^{,D~{,5,5,5,3,2,10;16;12;18;14,11;15;10,133,18,1
3600,28,30,D^{,E?Bw,5,6,5,3,2,5;11;17;23;29,17;23;12,7,9,1
3601,28,31,D^{,E?bo,5,6,6,4,2,13;17;14;15;22;18,17;12;23;18,36,27,1
3602,28,32,D^{,E?bw,5,6,5,3,2,5;11;17;23;29,17;23;12,11,9,1
3603,28,33,D^{,E?ow,5,6,6,4,2,12;16;13;20;23;21,16;17;22;23,24,19,1
3604,28,34,D^{,E?qo,5,6,6,5,1,13;16;14;17;15;12,16;23;13;20;17,42,46,1
3605,28,35,D^{,E?qw,5,6,6,4,2,13;16;20;23;21;12,16;17;22;23,52,27,1
3606,28,36,D^{,E?ro,5,6,6,4,2,14;17;15;12;13;16,17;18;23;12,77,27,1
3607,28,37,D^{,E?rw,5,6,5,3,2,5;11;17;23;29,17;23;16,11,9,1
3608,28,38,D^{,E?zO,5,6,6,4,2,14;16;15;17;12;13,16;23;14;21,61,10,1
3609,28,39,D^{,E?zW,5,6,6,4,2,14;16;21;23;12;13,16;17;22;23,67,27,1
3610,28,40,D^{,E?zo,5,6,6,4,2,5;11;17;15;28;22,17;18;23;22,58,27,1
3611,28,41,D^{,E?zw,5,6,5,3,2,5;11;17;23;29,17;23;16,11,9,1
3612,28,42,D^{,E?~o,5,6,5,4,1,4;11;16;23;28,16;18;22;23,12,42,1
3613,28,43,D^{,E?~w,5,6,5,3,2,4;11;16;23;28,16;22;17,12,12,1
3614,28,44,D^{,ECR_,5,6,6,6,0,14;17;21;18;22;19,17;12;23;18;13;19,27,69,1
3615,28,45,D^{,ECRo,5,6,6,4,2,14;17;22;19;12;15,17;13;23;19,42,27,1
3616,28,46,D^{,ECRw,5,6,5,3,2,5;11;17;23;29,17;23;12,14,9,1
3617,28,47,D^{,ECYW,5,6,6,4,2,13;16;14;18;21;17,16;22;17;23,46,27,1
3618,28,48,D^{,ECZ?,5,6,6,5,1,14;16;15;12;13;17,16;12;14;23;18,37,41,1
3619,28,49,D^{,ECZG,5,6,6,5,1,14;16;15;12;13;17,16;18;21;13;22,74,52,1
3620,28,50,D^{,ECZO,5,6,6,5,1,14;16;13;18;21;17,16;14;23;18;17,67,85,1
3621,28,51,D^{,ECZW,5,6,6,4,2,14;16;18;13;21;17,16;14;23;17,90,33,1
3622,28,52,D^{,ECZ_,5,6,6,5,1,15;12;19;26;22;29,12;15;17;19;22,26,76,1
3623,28,53,D^{,ECZg,5,6,6,4,2,15;12;4;11;1;8,12;15;17;23,93,33,1
3624,28,54,D^{,ECZo,5,6,6,4,2,5;1;10;8;12;15,17;19;23;13,164,51,1
3625,28,55,D^{,ECZw,5,6,5,3,2,5;11;17;23;29,17;23;16,27,12,1
3626,28,56,D^{,ECfo,5,6,6,4,2,13;17;14;22;18;15,17;23;12;18,80,33,1
3627,28,57,D^{,ECfw,5,6,5,3,2,5;11;17;23;29,17;23;12,14,9,1
3628,28,58,D^{,ECpo,5,6,6,4,2,14;17;18;21;13;16,17;14;22;18,82,10,1
3629,28,59,D^{,ECqg,5,6,6,6,0,13;16;20;23;27;24,16;17;22;23;12;18,43,69,1
3630,28,60,D^{,ECr_,5,6,6,4,2,14;17;21;18;13;16,17;12;23;18,45,19,1
3631,28,61,D^{,ECrg,5,6,6,4,2,14;17;21;18;13;16,17;12;23;18,76,27,1
3632,28,62,D^{,ECro,5,6,6,4,2,14;17;13;16;15;12,17;18;23;12,102,27,1
3633,28,63,D^{,ECrw,5,6,5,3,2,5;11;17;23;29,17;23;12,14,9,1
3634,28,64,D^{,ECuw,5,6,6,4,2,13;16;20;23;12;15,16;17;22;23,95,27,1
3635,28,65,D^{,ECvo,5,6,6,4,2,5;11;17;14;22;28,17;23;12;16,58,33,1
3636,28,66,D^{,ECvw,5,6,5,3,2,5;11;17;23;29,17;23;16,14,9,1
3637,28,67,D^{,ECxo,5,6,6,4,2,4;15;12;11;1;8,16;12;19;23,60,55,1
3638,28,68,D^{,ECxw,5,6,6,4,2,4;15;10;17;22;28,16;23;22;17,173,48,1
3639,28,69,D^{,ECzW,5,6,6,4,2,14;16;13;21;18;17,16;22;17;23,120,33,1
3640,28,70,D^{,ECzg,5,6,6,4,2,15;12;19;26;22;29,12;15;22;16,157,33,1
3641,28,71,D^{,ECzo,5,6,6,4,2,5;10;6;3;1;2,17;18;23;12,146,51,1
3642,28,72,D^{,ECzw,5,6,5,3,2,5;11;17;23;29,17;23;16,37,12,1
3643,28,73,D^{,EC~o,5,6,5,4,1,4;11;16;23;28,16;18;22;23,35,60,1
3644,28,74,D^{,EC~w,5,6,5,3,2,4;11;16;23;28,16;23;17,37,12,1
